Date,Open,High,Low,Close,Adj Close,Volume
2010-02-15,99.169998,101.500000,98.029999,101.139999,84.426735,16940830
2010-02-16,101.550003,102.570000,100.510002,102.260002,85.361656,13422690
2010-02-17,103.599998,107.500000,103.099998,106.279999,88.717369,17315430
2010-02-18,107.300003,107.300003,102.894997,106.080002,88.550415,16618460
2010-02-19,104.500000,105.000000,101.264999,102.190002,85.303223,16444470
2010-02-22,106.500000,113.599998,102.230003,102.915001,85.908424,12798310
2010-02-23,102.099998,105.900002,102.099998,105.364998,87.953552,19814540
2010-02-24,105.300003,108.199997,103.500000,107.785004,89.973648,21990350
2010-02-25,108.900002,109.010002,107.120003,108.535004,90.599731,18206010
2010-02-26,107.000000,110.900002,105.550003,107.035004,89.347580,16913510
2010-03-02,109.500000,111.790001,108.500000,111.275002,92.886925,15365490
2010-03-03,111.199997,115.239998,110.000000,114.675003,95.725105,17467930
2010-03-04,114.870003,116.980003,113.699997,115.970001,96.806091,16178760
2010-03-05,116.690002,120.400002,116.690002,119.610001,99.844582,21684150
2010-03-08,121.504997,123.139999,118.110001,120.264999,100.391350,16902940
2010-03-09,121.000000,121.000000,118.510002,119.339996,99.619194,11360700
2010-03-10,118.000000,119.699997,115.709999,117.059998,97.715981,20130390
2010-03-11,116.800003,117.625000,115.419998,116.639999,97.365364,13565540
2010-03-12,116.639999,118.980003,115.824997,117.879997,98.400475,24127970
2010-03-15,117.699997,118.870003,115.769997,117.974998,98.479774,14722130
2010-03-16,118.000000,120.239998,117.974998,119.900002,100.086670,19888080
2010-03-17,121.500000,122.699997,120.510002,122.175003,101.985718,17223430
2010-03-18,122.495003,125.199997,121.800003,124.910004,104.268761,18180470
2010-03-19,124.995003,125.400002,123.500000,124.239998,103.709488,13023340
2010-03-22,123.209999,124.500000,122.000000,123.214996,102.853859,10799590
2010-03-23,123.800003,127.150002,123.800003,126.724998,105.783852,24567900
2010-03-25,126.400002,129.000000,126.199997,127.995003,106.843979,15701090
2010-03-26,129.770004,130.000000,125.565002,128.434998,107.211273,10314650
2010-03-29,129.000000,130.000000,125.510002,125.885002,105.082649,9836550
2010-03-30,126.500000,127.500000,123.440002,123.949997,103.467422,9066510
2010-03-31,124.500000,125.389999,122.120003,123.480003,103.075081,12721260
2010-04-01,124.500000,125.900002,123.400002,125.065002,104.398155,14744640
2010-04-05,125.989998,128.889999,125.514999,128.104996,106.935806,14799100
2010-04-06,128.500000,129.000000,126.500000,127.394997,106.343109,7924020
2010-04-07,127.730003,128.580002,124.775002,125.925003,105.116043,9165040
2010-04-08,126.000000,126.370003,121.504997,122.334999,102.119286,9493520
2010-04-09,122.970001,124.334999,122.199997,122.775002,102.486580,11361580
2010-04-12,123.599998,124.400002,121.809998,123.044998,102.711960,11052140
2010-04-13,122.995003,127.334999,122.379997,126.805000,105.850609,17088620
2010-04-15,127.300003,128.800003,126.099998,126.500000,105.596031,12249280
2010-04-16,127.000000,130.190002,126.464996,128.889999,107.591087,12198450
2010-04-19,127.500000,127.970001,122.000000,122.595001,102.336311,17265310
2010-04-20,122.809998,125.199997,121.900002,122.470001,102.231972,15483590
2010-04-21,122.970001,124.529999,122.010002,122.525002,102.277885,8443020
2010-04-22,122.599998,123.425003,119.500000,120.434998,100.533264,13189410
2010-04-23,120.900002,121.425003,118.205002,119.824997,100.024055,15082360
2010-04-26,120.599998,123.089996,120.205002,121.239998,101.205231,13582570
2010-04-27,122.000000,122.339996,120.050003,120.480003,100.570824,8845980
2010-04-28,118.500000,119.290001,117.000000,117.764999,98.304466,10756550
2010-04-29,118.500000,123.800003,118.019997,123.245003,102.878914,17174450
2010-04-30,124.500000,125.320000,121.919998,122.760002,102.474068,15945130
2010-05-03,122.400002,123.699997,120.870003,122.184998,101.994057,16133010
2010-05-04,123.769997,123.769997,113.839996,114.410004,95.503899,22222450
2010-05-05,112.800003,116.480003,108.834999,115.605003,96.501419,33279350
2010-05-06,114.400002,116.900002,112.349998,115.485001,96.401245,21303720
2010-05-07,112.400002,113.779999,110.099998,112.129997,93.600639,17833210
2010-05-10,114.300003,122.199997,113.500000,121.184998,101.159309,24447770
2010-05-11,121.500000,122.500000,114.495003,120.105003,100.257797,25043600
2010-05-12,120.504997,123.660004,118.714996,123.269997,102.899765,22958470
2010-05-13,124.989998,127.099998,123.099998,126.105003,105.266296,28383010
2010-05-14,123.665001,126.264999,118.209999,119.620003,99.852936,33772380
2010-05-17,117.900002,118.250000,113.745003,117.110001,97.757713,18088430
2010-05-18,116.879997,118.500000,114.010002,115.025002,96.017258,22435240
2010-05-19,113.699997,114.000000,106.504997,108.184998,90.307564,23206650
2010-05-20,109.235001,109.970001,104.650002,106.695000,89.063774,25149780
2010-05-21,102.500000,109.379997,101.824997,108.459999,90.537117,22376340
2010-05-24,110.500000,112.445000,104.430000,105.535004,88.095467,15738110
2010-05-25,103.800003,103.970001,98.320000,99.440002,83.007652,28778190
2010-05-26,100.500000,106.300003,100.500000,105.035004,87.678078,26721360
2010-05-27,106.000000,109.000000,102.279999,107.519997,89.752457,25346900
2010-05-28,109.500000,111.550003,108.565002,110.004997,91.826820,22931650
2010-05-31,110.300003,111.300003,107.000000,110.805000,92.494598,19536560
2010-06-01,109.000000,111.834999,104.529999,105.400002,87.982780,26705710
2010-06-02,105.800003,106.205002,103.000000,105.394997,87.978600,34301270
2010-06-03,107.000000,109.500000,106.500000,107.014999,89.330902,22570280
2010-06-04,107.500000,108.300003,105.010002,107.584999,89.806694,14786440
2010-06-07,106.445000,106.445000,101.680000,103.190002,86.137993,16773510
2010-06-08,103.500000,104.500000,100.099998,101.205002,84.480988,23978750
2010-06-09,101.205002,104.375000,101.205002,102.714996,85.741455,23353470
2010-06-10,103.199997,105.419998,102.004997,105.044998,87.686432,17214340
2010-06-11,105.544998,106.614998,103.330002,103.925003,86.751518,19240480
2010-06-14,104.690002,105.099998,103.714996,104.375000,87.930946,11102100
2010-06-15,104.500000,106.930000,103.599998,106.364998,89.607422,23629110
2010-06-16,107.000000,107.800003,105.150002,105.724998,89.068253,13727550
2010-06-17,105.739998,106.199997,103.650002,104.910004,88.381653,11949220
2010-06-18,104.500000,105.519997,103.120003,103.889999,87.522354,16803030
2010-06-21,105.470001,110.320000,105.224998,109.690002,92.408585,22102060
2010-06-22,108.800003,109.300003,106.735001,107.070000,90.201340,11250390
2010-06-23,106.500000,108.699997,105.900002,106.699997,89.889648,20304320
2010-06-24,107.199997,107.800003,104.870003,105.650002,89.005081,17869460
2010-06-25,105.099998,106.300003,103.900002,104.320000,87.884621,9666740
2010-06-28,104.610001,106.809998,104.199997,106.320000,89.569519,8861870
2010-06-29,106.320000,107.599998,104.205002,104.955002,88.419571,16762130
2010-06-30,104.000000,106.500000,103.330002,106.144997,89.422104,9869710
2010-07-01,105.464996,105.500000,103.389999,103.690002,87.353859,8914290
2010-07-02,104.000000,104.699997,102.000000,102.974998,86.751526,11366730
2010-07-05,102.680000,103.800003,102.504997,102.875000,86.667267,5018130
2010-07-06,103.000000,107.970001,102.875000,107.589996,90.639435,16662070
2010-07-07,110.000000,110.660004,105.879997,106.275002,89.531616,33392270
2010-07-08,107.599998,109.144997,106.709999,107.404999,90.483566,12593270
2010-07-09,107.540001,109.485001,107.500000,108.180000,91.136475,11716160
2010-07-12,108.500000,118.000000,107.510002,108.235001,91.182800,10616650
2010-07-13,107.500000,110.790001,107.120003,110.114998,92.766602,17273550
2010-07-14,110.995003,112.500000,107.919998,108.230003,91.178596,11966970
2010-07-15,108.300003,110.190002,107.684998,109.635002,92.362251,11443150
2010-07-16,110.199997,110.964996,109.144997,110.120003,92.770844,10689110
2010-07-19,108.970001,111.199997,108.970001,110.239998,92.871941,8220510
2010-07-20,110.625000,113.389999,110.209999,112.230003,94.548416,19482160
2010-07-21,112.849998,117.900002,112.529999,117.540001,99.021835,25872060
2010-07-22,117.300003,120.800003,116.105003,120.055000,101.140610,30129280
2010-07-23,122.000000,123.050003,119.099998,119.764999,100.896286,30838660
2010-07-26,120.500000,120.635002,116.205002,117.099998,98.651154,13188310
2010-07-27,118.000000,119.099998,115.410004,116.239998,97.926651,33982520
2010-07-28,116.500000,117.260002,115.000000,115.684998,97.459084,9852010
2010-07-29,115.400002,116.389999,113.800003,114.084999,96.111153,16050210
2010-07-30,113.010002,114.544998,110.510002,111.730003,94.127197,8675080
2010-08-02,113.750000,114.500000,112.550003,113.709999,95.795250,7963170
2010-08-03,114.989998,114.989998,112.250000,112.815002,95.041245,7264470
2010-08-04,113.245003,113.245003,110.000000,111.260002,93.731232,11833340
2010-08-05,111.500000,114.199997,111.220001,112.070000,94.413612,13924720
2010-08-06,112.684998,113.355003,110.834999,111.290001,93.756500,10727100
2010-08-09,111.309998,113.180000,110.945000,112.644997,94.898033,9497760
2010-08-10,112.805000,114.349998,112.120003,113.334999,95.479317,12959840
2010-08-11,113.029999,114.099998,111.000000,111.300003,93.764915,8459660
2010-08-12,110.199997,111.349998,108.360001,111.029999,93.537476,11504450
2010-08-13,111.500000,112.580002,110.535004,111.385002,93.836548,5864700
2010-08-16,111.849998,113.040001,110.125000,110.639999,93.208908,10305680
2010-08-17,111.260002,111.964996,110.070000,111.080002,93.579597,7749270
2010-08-18,111.099998,113.099998,110.434998,112.705002,94.948586,7120590
2010-08-19,113.000000,114.900002,112.500000,113.205002,95.369804,10085160
2010-08-20,112.699997,114.489998,112.074997,113.839996,95.904755,6353900
2010-08-23,114.339996,116.389999,113.809998,116.014999,97.737083,8572390
2010-08-24,116.320000,116.995003,114.514999,115.985001,97.711823,7309730
2010-08-25,116.000000,116.349998,113.849998,114.860001,96.764061,10114350
2010-08-26,115.250000,115.500000,111.910004,112.574997,94.839058,9972620
2010-08-27,112.400002,114.489998,111.000000,111.410004,93.857605,5796360
2010-08-30,111.635002,114.970001,111.599998,113.985001,96.026917,7247550
2010-08-31,113.300003,114.500000,111.680000,113.125000,95.302406,6703640
2010-09-01,114.000000,118.089996,113.315002,117.315002,98.832275,13018590
2010-09-02,118.500000,119.849998,117.599998,117.879997,99.308273,10381620
2010-09-03,119.000000,119.199997,116.110001,116.425003,98.082489,7661070
2010-09-06,117.099998,120.970001,116.834999,119.665001,100.812050,13116630
2010-09-07,119.699997,122.690002,119.699997,121.919998,102.711754,16985100
2010-09-08,120.099998,122.949997,120.099998,121.584999,102.429543,9923570
2010-09-09,121.900002,122.699997,120.330002,121.705002,102.530640,7044100
2010-09-13,122.639999,124.669998,122.334999,123.824997,104.316650,9155920
2010-09-14,125.000000,125.000000,120.900002,121.625000,102.463257,10665700
2010-09-15,122.150002,123.949997,121.544998,123.025002,103.642685,7157900
2010-09-16,122.680000,123.400002,119.309998,119.680000,100.824684,8714660
2010-09-17,120.514999,126.500000,120.019997,125.695000,105.892021,18305940
2010-09-20,126.000000,129.860001,124.925003,128.884995,108.579437,17787110
2010-09-21,129.100006,130.005005,125.055000,126.949997,106.949303,8893970
2010-09-22,127.400002,128.669998,124.550003,125.675003,105.875183,10041150
2010-09-23,122.525002,126.690002,122.525002,125.705002,105.900452,6039890
2010-09-24,126.500000,128.589996,126.000000,127.580002,107.480049,8653400
2010-09-27,128.199997,132.699997,128.014999,131.990005,111.195267,18372830
2010-09-28,132.000000,134.380005,131.699997,132.779999,111.860809,10333620
2010-09-29,133.500000,134.000000,131.554993,132.485001,111.612274,10069190
2010-09-30,132.500000,134.699997,131.020004,133.345001,112.336800,16442650
2010-10-01,134.494995,137.539993,134.050003,137.050003,115.458084,19627440
2010-10-04,137.880005,139.934998,137.710007,139.199997,117.269348,12551480
2010-10-05,140.000000,140.000000,137.500000,137.679993,115.988792,8613060
2010-10-06,138.699997,139.789993,137.220001,138.179993,116.410049,18793680
2010-10-07,138.404999,139.199997,136.300003,137.089996,115.491760,27550900
2010-10-08,137.399994,137.600006,131.410004,133.645004,112.589539,16783180
2010-10-11,135.119995,139.300003,134.404999,136.160004,114.708290,9992070
2010-10-12,136.014999,137.154999,131.154999,132.690002,111.784973,8240320
2010-10-13,133.115005,135.779999,133.000000,135.264999,113.954308,7558410
2010-10-14,135.970001,136.865005,133.779999,134.779999,113.545700,14343050
2010-10-15,135.000000,135.699997,131.255005,131.554993,110.828796,3374020
2010-10-18,131.199997,132.779999,128.110001,131.880005,111.102592,6890700
2010-10-19,132.210007,132.990005,128.654999,129.100006,108.760590,5646780
2010-10-20,128.500000,128.699997,124.855003,125.964996,106.119484,5783760
2010-10-21,126.089996,127.599998,126.089996,127.110001,107.084091,6084660
2010-10-22,127.480003,129.600006,123.815002,125.510002,105.736176,5048530
2010-10-25,126.275002,127.690002,123.154999,123.925003,104.400887,7821980
2010-10-26,124.500000,124.855003,121.235001,122.574997,103.263565,10996330
2010-10-27,122.400002,128.669998,121.669998,127.735001,107.610626,21320600
2010-10-28,127.500000,133.100006,127.364998,131.970001,111.178421,19881230
2010-10-29,130.300003,136.399994,130.300003,134.195007,113.052887,21653400
2010-11-01,134.994995,136.199997,132.720001,134.399994,113.225563,5330470
2010-11-02,135.000000,135.000000,131.500000,132.914993,111.974518,3595600
2010-11-03,133.494995,134.264999,132.410004,132.985001,112.033493,2479830
2010-11-04,133.789993,136.479996,133.679993,135.169998,113.874283,3763430
2010-11-08,135.000000,135.899994,132.714996,133.914993,112.816971,3371780
2010-11-09,133.110001,135.000000,132.800003,133.755005,112.682205,4556870
2010-11-10,133.009995,134.500000,132.774994,133.695007,112.631638,1909640
2010-11-11,133.910004,134.889999,131.755005,133.054993,112.092484,3455990
2010-11-12,132.009995,133.169998,127.129997,127.904999,107.753845,3866040
2010-11-15,127.800003,130.000000,125.699997,129.470001,109.072266,2840900
2010-11-16,129.500000,130.000000,121.620003,123.339996,103.908051,7748650
2010-11-18,123.000000,128.490005,121.099998,127.754997,107.627480,5708650
2010-11-19,127.839996,127.839996,123.055000,123.455002,104.004936,3424710
2010-11-22,124.620003,125.599998,121.845001,125.135002,105.420265,5181420
2010-11-23,124.004997,124.004997,120.154999,122.669998,103.343605,6132090
2010-11-24,122.800003,124.470001,118.599998,120.269997,101.321732,5710310
2010-11-25,115.385002,123.040001,115.385002,119.025002,100.272881,6038790
2010-11-26,119.010002,120.144997,110.000000,110.769997,93.318420,9387100
2010-11-29,110.900002,114.440002,109.360001,113.214996,95.378212,4108040
2010-11-30,112.860001,113.800003,109.574997,112.790001,95.020180,5857070
2010-12-01,113.495003,122.000000,113.495003,120.629997,101.625008,7202890
2010-12-02,121.985001,122.305000,117.294998,118.790001,100.074905,7299700
2010-12-03,119.800003,120.599998,110.250000,112.004997,94.358864,11322640
2010-12-06,112.519997,119.000000,112.519997,116.790001,98.389992,11524770
2010-12-07,117.320000,117.750000,112.510002,117.010002,98.575333,8266470
2010-12-08,116.110001,117.199997,113.239998,114.440002,96.410233,5651500
2010-12-09,114.599998,115.139999,106.000000,106.629997,89.830681,7786980
2010-12-10,107.500000,110.900002,103.099998,104.055000,87.661385,12288380
2010-12-13,105.599998,113.800003,104.800003,113.025002,95.218147,19358790
2010-12-14,113.580002,117.400002,111.665001,116.614998,98.242569,15675480
2010-12-15,115.699997,118.500000,114.415001,116.014999,97.737083,12318650
2010-12-16,116.014999,117.000000,112.500000,116.474998,98.124626,8107100
2010-12-20,119.400002,119.580002,116.035004,118.735001,100.028564,12073580
2010-12-21,121.199997,123.970001,119.000000,121.180000,102.088379,14478890
2010-12-22,121.250000,122.349998,112.489998,119.970001,101.068985,8480700
2010-12-23,120.400002,120.839996,115.154999,115.565002,97.357994,12664260
2010-12-24,110.000000,117.500000,110.000000,117.025002,98.587967,8909530
2010-12-27,117.105003,118.500000,115.025002,115.620003,97.404320,4838130
2010-12-28,115.500000,116.459999,113.555000,114.135002,96.153282,5559260
2010-12-29,114.500000,115.919998,113.800003,115.154999,97.012566,4030440
2010-12-30,114.800003,118.389999,112.500000,117.705002,99.160843,12253370
2010-12-31,117.900002,118.419998,116.449997,117.705002,99.160843,5739030
2011-01-03,119.540001,121.379997,118.044998,119.110001,100.344482,6765680
2011-01-04,120.065002,120.065002,116.510002,116.769997,98.373154,7849660
2011-01-05,117.459999,117.459999,114.334999,114.750000,96.671394,6947230
2011-01-06,115.269997,116.400002,109.379997,109.955002,92.631828,14857590
2011-01-07,109.900002,109.970001,102.099998,102.995003,86.768356,18265140
2011-01-10,103.300003,105.000000,97.709999,98.580002,83.048943,18869360
2011-01-11,99.300003,101.000000,93.099998,94.220001,79.375847,37095460
2011-01-12,94.839996,99.900002,94.839996,99.570000,83.882973,22557100
2011-01-13,100.000000,103.370003,98.690002,100.269997,84.472672,22896120
2011-01-14,100.500000,100.589996,96.205002,96.955002,81.679947,17225540
2011-01-17,96.900002,100.300003,95.550003,97.529999,82.164368,19800150
2011-01-18,98.000000,102.000000,98.000000,101.544998,85.546799,14260700
2011-01-19,102.000000,106.000000,100.230003,105.294998,88.706001,30469140
2011-01-20,104.800003,105.489998,102.410004,104.330002,87.893028,16252680
2011-01-21,104.000000,104.820000,100.599998,101.294998,85.336189,9705400
2011-01-24,102.379997,104.400002,101.629997,103.180000,86.924225,9942650
2011-01-25,104.084999,104.989998,100.695000,101.430000,85.449936,13188680
2011-01-27,102.000000,103.269997,95.900002,96.305000,81.132370,20217470
2011-01-28,96.305000,98.300003,88.059998,89.639999,75.517418,31155680
2011-01-31,89.599998,91.300003,86.010002,90.550003,76.284050,31122740
2011-02-01,90.690002,92.699997,89.199997,89.934998,75.765930,17259480
